Bandit,Reward,Algorithm
2,2.704768849525688,EpsilonGreedy
2,0.3013805294308089,EpsilonGreedy
4,4.286600310533539,EpsilonGreedy
4,3.079804234876036,EpsilonGreedy
1,1.4051667047397962,EpsilonGreedy
4,4.432409972942955,EpsilonGreedy
4,4.380898830643014,EpsilonGreedy
1,2.8900344484689473,EpsilonGreedy
4,4.207332618383517,EpsilonGreedy
1,2.791810138971232,EpsilonGreedy
4,5.458160607937819,EpsilonGreedy
4,4.261909008502973,EpsilonGreedy
4,5.080283539126958,EpsilonGreedy
4,2.198796176483068,EpsilonGreedy
4,3.737658498688268,EpsilonGreedy
4,3.6734947187248626,EpsilonGreedy
4,6.023481450757526,EpsilonGreedy
4,3.608396157070816,EpsilonGreedy
4,5.122812548778493,EpsilonGreedy
4,5.12183851003088,EpsilonGreedy
4,3.8158333204260417,EpsilonGreedy
4,2.698329542380711,EpsilonGreedy
4,3.6988713366150847,EpsilonGreedy
4,4.199510129320981,EpsilonGreedy
4,4.779610461519619,EpsilonGreedy
4,2.748418211751842,EpsilonGreedy
4,2.383488205580851,EpsilonGreedy
4,3.146949220134188,EpsilonGreedy
4,4.566266126168199,EpsilonGreedy
4,3.358987598447287,EpsilonGreedy
4,4.235754288316704,EpsilonGreedy
4,3.4169060915784866,EpsilonGreedy
4,3.469337107439088,EpsilonGreedy
3,2.3145312449300985,EpsilonGreedy
4,3.601893511486801,EpsilonGreedy
4,2.7744925816482784,EpsilonGreedy
4,2.240908541675289,EpsilonGreedy
4,3.7446342162601898,EpsilonGreedy
4,3.3626022607221344,EpsilonGreedy
4,4.806484871665543,EpsilonGreedy
4,4.875653270144717,EpsilonGreedy
4,4.172039095014788,EpsilonGreedy
4,3.5340510860768366,EpsilonGreedy
4,4.408268441323968,EpsilonGreedy
4,3.4129960758541156,EpsilonGreedy
4,4.814631136002876,EpsilonGreedy
2,1.8182944499452665,EpsilonGreedy
4,4.675085001795571,EpsilonGreedy
4,5.58359425787348,EpsilonGreedy
4,4.05464885921179,EpsilonGreedy
4,3.8450677172242167,EpsilonGreedy
4,5.610775960644318,EpsilonGreedy
4,5.74363892660875,EpsilonGreedy
4,4.742837478845334,EpsilonGreedy
4,3.2340807604755386,EpsilonGreedy
4,3.719500592840674,EpsilonGreedy
4,3.6970072659523208,EpsilonGreedy
4,4.576798648484176,EpsilonGreedy
4,4.215053002061786,EpsilonGreedy
4,2.4827174433777666,EpsilonGreedy
4,3.880465534299024,EpsilonGreedy
4,3.872285375051996,EpsilonGreedy
4,2.8694711758880684,EpsilonGreedy
4,3.7688256086622025,EpsilonGreedy
4,4.475082585536435,EpsilonGreedy
4,3.6714171750740463,EpsilonGreedy
4,2.582003854536941,EpsilonGreedy
4,4.414378179253882,EpsilonGreedy
4,3.814937964227308,EpsilonGreedy
4,4.435017155113897,EpsilonGreedy
4,3.208497317707516,EpsilonGreedy
4,2.6439462753991103,EpsilonGreedy
4,3.571328403323034,EpsilonGreedy
4,4.306077482004967,EpsilonGreedy
4,6.007905384198748,EpsilonGreedy
4,3.879619048802884,EpsilonGreedy
4,4.223527277140373,EpsilonGreedy
4,3.6527560345468135,EpsilonGreedy
4,3.9146924737011273,EpsilonGreedy
4,1.4879016584995668,EpsilonGreedy
4,5.104157502979593,EpsilonGreedy
4,5.080144020549563,EpsilonGreedy
4,2.4026931051879616,EpsilonGreedy
4,2.6650763094618215,EpsilonGreedy
4,2.649857281740715,EpsilonGreedy
4,4.213897194811517,EpsilonGreedy
4,5.3726227392428045,EpsilonGreedy
4,2.144310333883295,EpsilonGreedy
4,5.669296379771667,EpsilonGreedy
4,4.573593161102756,EpsilonGreedy
4,4.967249053410268,EpsilonGreedy
4,5.001600071180016,EpsilonGreedy
4,3.629870205746874,EpsilonGreedy
4,4.895340249588308,EpsilonGreedy
4,5.654039885001266,EpsilonGreedy
4,3.833387264286313,EpsilonGreedy
4,3.6766226181737727,EpsilonGreedy
4,5.398448566082517,EpsilonGreedy
4,3.962471022277381,EpsilonGreedy
4,4.6430687381193305,EpsilonGreedy
4,3.148753047578298,EpsilonGreedy
4,2.933842340280459,EpsilonGreedy
4,2.802600195786641,EpsilonGreedy
4,3.407935884317733,EpsilonGreedy
4,5.075470306531705,EpsilonGreedy
4,2.4296541125561246,EpsilonGreedy
4,6.1899568491711445,EpsilonGreedy
4,5.224089012346068,EpsilonGreedy
4,1.932497522076032,EpsilonGreedy
4,2.8752398778706545,EpsilonGreedy
