Bandit,Reward,Algorithm
3,2.9036617757492023,ThompsonSampling
2,2.6064907792408256,ThompsonSampling
4,4.4470783645759715,ThompsonSampling
4,3.689691361500655,ThompsonSampling
4,3.2134215054421014,ThompsonSampling
1,2.997697777652089,ThompsonSampling
4,3.314248761603997,ThompsonSampling
4,3.642737236504833,ThompsonSampling
4,3.525287139885896,ThompsonSampling
4,4.114462302568719,ThompsonSampling
4,4.0774082381117545,ThompsonSampling
4,5.187457161005929,ThompsonSampling
4,4.091198231200438,ThompsonSampling
4,3.917563069509533,ThompsonSampling
4,3.7867489867042043,ThompsonSampling
4,3.1090057208770063,ThompsonSampling
4,3.0550513342834087,ThompsonSampling
4,2.8176734864915174,ThompsonSampling
4,2.2401404762521127,ThompsonSampling
4,2.9559729334287503,ThompsonSampling
4,4.360889862983014,ThompsonSampling
4,4.236507287116252,ThompsonSampling
4,4.020653382122819,ThompsonSampling
4,3.6174857609254842,ThompsonSampling
4,2.018063055835207,ThompsonSampling
4,4.616791795168505,ThompsonSampling
4,5.683539124230941,ThompsonSampling
4,5.6163658793941815,ThompsonSampling
4,4.760909717860168,ThompsonSampling
4,4.642132066311374,ThompsonSampling
4,3.529832233473355,ThompsonSampling
4,4.767232400810063,ThompsonSampling
4,6.568552420084929,ThompsonSampling
4,4.325302373781838,ThompsonSampling
4,4.8965183496327525,ThompsonSampling
4,4.343497230677342,ThompsonSampling
4,3.1687363071881274,ThompsonSampling
4,5.984267403249126,ThompsonSampling
4,4.2622118363526615,ThompsonSampling
4,2.0847804198090625,ThompsonSampling
4,3.421198407722755,ThompsonSampling
4,4.858270987678177,ThompsonSampling
4,6.428087981060788,ThompsonSampling
4,4.380954339910717,ThompsonSampling
4,3.8896328371130537,ThompsonSampling
4,2.9350269338680324,ThompsonSampling
4,4.152036050533774,ThompsonSampling
4,4.115832979631151,ThompsonSampling
4,5.0495665935631,ThompsonSampling
4,2.787747849786483,ThompsonSampling
4,3.792254734180016,ThompsonSampling
4,5.689803533404632,ThompsonSampling
4,5.998377228101178,ThompsonSampling
4,5.599063992824208,ThompsonSampling
4,3.5715561783396113,ThompsonSampling
4,5.079667859750779,ThompsonSampling
4,2.23703618091712,ThompsonSampling
4,4.592220440314147,ThompsonSampling
4,4.957208643482507,ThompsonSampling
4,4.7432320581601894,ThompsonSampling
4,4.394587946672812,ThompsonSampling
4,4.985334236182909,ThompsonSampling
4,3.246917149015748,ThompsonSampling
4,4.581451126492877,ThompsonSampling
4,4.628191684986759,ThompsonSampling
4,4.158132434399227,ThompsonSampling
4,4.922107637866118,ThompsonSampling
4,4.213655405010692,ThompsonSampling
4,3.849767617099744,ThompsonSampling
4,4.989057712570517,ThompsonSampling
4,2.4806858110409755,ThompsonSampling
4,2.6654923925594822,ThompsonSampling
4,4.19804286449599,ThompsonSampling
4,5.836352535778786,ThompsonSampling
4,4.521553497965816,ThompsonSampling
4,4.872238033383806,ThompsonSampling
4,3.8420189333125365,ThompsonSampling
4,3.861331222454426,ThompsonSampling
4,1.8815604196865934,ThompsonSampling
4,5.636534361469224,ThompsonSampling
4,3.5389370821786206,ThompsonSampling
4,4.164720438276565,ThompsonSampling
4,2.415834711495523,ThompsonSampling
4,3.393097979397517,ThompsonSampling
4,4.344119015010991,ThompsonSampling
4,4.452375086303768,ThompsonSampling
4,2.1713028241814376,ThompsonSampling
4,3.9390211381407942,ThompsonSampling
4,6.160310850476751,ThompsonSampling
4,4.9127485908747355,ThompsonSampling
4,3.6732370128278498,ThompsonSampling
4,3.570324789823198,ThompsonSampling
4,3.2836986386512432,ThompsonSampling
4,5.23535874910072,ThompsonSampling
4,3.782376679751738,ThompsonSampling
4,3.626322117740558,ThompsonSampling
4,3.2547054267316886,ThompsonSampling
4,4.366464081329218,ThompsonSampling
4,5.93835167961618,ThompsonSampling
4,4.6727856839669,ThompsonSampling
4,4.33535321762821,ThompsonSampling
4,5.148246199221745,ThompsonSampling
4,4.907498815163528,ThompsonSampling
4,1.9819779748221302,ThompsonSampling
4,3.4682216529895036,ThompsonSampling
4,4.655328101616307,ThompsonSampling
4,3.4534858749518325,ThompsonSampling
4,5.342956175908469,ThompsonSampling
4,4.939947610556638,ThompsonSampling
4,3.0188370034519503,ThompsonSampling
4,3.012415340499432,ThompsonSampling
4,2.8818889471813387,ThompsonSampling
4,4.106333340383265,ThompsonSampling
4,4.897882079695967,ThompsonSampling
4,3.4486413653652903,ThompsonSampling
4,5.239733668856684,ThompsonSampling
4,3.069251949236011,ThompsonSampling
4,5.2287742576902705,ThompsonSampling
4,3.711119607850473,ThompsonSampling
4,5.070108517398164,ThompsonSampling
4,1.4455699969552813,ThompsonSampling
4,4.41532302148553,ThompsonSampling
4,3.6371069388348563,ThompsonSampling
4,3.602751522251096,ThompsonSampling
4,4.278002591731257,ThompsonSampling
4,5.736551348383185,ThompsonSampling
4,3.7048383761085995,ThompsonSampling
4,4.079748854979179,ThompsonSampling
4,3.3602479908616076,ThompsonSampling
4,4.3236520189962775,ThompsonSampling
4,4.849238067181413,ThompsonSampling
4,4.513882789693488,ThompsonSampling
4,4.6089759346645565,ThompsonSampling
4,4.759359004014695,ThompsonSampling
4,3.524537890191245,ThompsonSampling
4,2.854520726996832,ThompsonSampling
4,2.9625336187509426,ThompsonSampling
4,4.2605192659582265,ThompsonSampling
4,6.017378429049817,ThompsonSampling
4,4.99257881558188,ThompsonSampling
4,2.282272769782807,ThompsonSampling
4,2.9381250186951657,ThompsonSampling
4,4.785681647486025,ThompsonSampling
4,4.194299808045495,ThompsonSampling
4,2.6706525513401824,ThompsonSampling
4,2.756146624547034,ThompsonSampling
4,4.01737295479246,ThompsonSampling
4,1.6810174180554576,ThompsonSampling
4,5.2645192600501565,ThompsonSampling
4,5.084037501278973,ThompsonSampling
4,4.505985151605163,ThompsonSampling
4,4.027992571795445,ThompsonSampling
4,3.339398407757995,ThompsonSampling
4,3.8132058834361064,ThompsonSampling
4,4.4896793565566435,ThompsonSampling
4,3.0247594473017383,ThompsonSampling
4,3.097480347661735,ThompsonSampling
4,5.945526690483858,ThompsonSampling
4,5.047105511271047,ThompsonSampling
4,2.0524079927335857,ThompsonSampling
4,5.134513978588742,ThompsonSampling
4,4.406280799045761,ThompsonSampling
4,4.158279888529479,ThompsonSampling
4,4.138524991478478,ThompsonSampling
4,3.482528697074047,ThompsonSampling
4,4.000125227832965,ThompsonSampling
4,3.5935946349441457,ThompsonSampling
4,4.9218992218213895,ThompsonSampling
4,2.751189270939638,ThompsonSampling
4,4.149846735219114,ThompsonSampling
4,4.70623158829336,ThompsonSampling
4,2.6858946615912007,ThompsonSampling
4,4.338807798241085,ThompsonSampling
4,4.544854269271902,ThompsonSampling
4,3.984612084480711,ThompsonSampling
4,4.057483683915804,ThompsonSampling
4,4.58637126138135,ThompsonSampling
4,4.362503581986703,ThompsonSampling
4,4.190916201714753,ThompsonSampling
4,4.986410666129473,ThompsonSampling
4,4.944738266473979,ThompsonSampling
4,3.383950413672569,ThompsonSampling
4,4.445587171299455,ThompsonSampling
4,5.456500215809981,ThompsonSampling
4,4.318416346978742,ThompsonSampling
4,5.491600271391796,ThompsonSampling
4,4.085789270423086,ThompsonSampling
4,3.488255006659054,ThompsonSampling
4,2.8968441241737315,ThompsonSampling
4,3.4121922287533284,ThompsonSampling
4,5.361157745009471,ThompsonSampling
4,4.491442046367034,ThompsonSampling
4,2.941558968203175,ThompsonSampling
4,3.480486666865769,ThompsonSampling
4,2.4955632159498538,ThompsonSampling
4,4.828555425320076,ThompsonSampling
4,3.791386848076776,ThompsonSampling
4,4.826425321838741,ThompsonSampling
4,3.8060870050021522,ThompsonSampling
4,4.223698619333266,ThompsonSampling
4,3.391885870177493,ThompsonSampling
4,2.5862245972752653,ThompsonSampling
4,4.433210014086852,ThompsonSampling
4,4.6028493503180465,ThompsonSampling
4,3.3056556488471616,ThompsonSampling
4,5.305606573075478,ThompsonSampling
4,3.4479271075719513,ThompsonSampling
4,5.048821812164752,ThompsonSampling
4,4.812474725033396,ThompsonSampling
4,3.957963363489334,ThompsonSampling
4,5.1888895034233515,ThompsonSampling
4,3.879860407986054,ThompsonSampling
4,4.31687681114897,ThompsonSampling
4,4.841005869825499,ThompsonSampling
4,3.714973741663729,ThompsonSampling
4,4.272800584625665,ThompsonSampling
4,3.615307741712828,ThompsonSampling
4,4.706466933903129,ThompsonSampling
4,4.546770275197322,ThompsonSampling
4,4.188248449379957,ThompsonSampling
4,4.788426242097075,ThompsonSampling
4,5.296486630334303,ThompsonSampling
4,4.509037326087887,ThompsonSampling
4,1.931478521608606,ThompsonSampling
4,3.918584351188698,ThompsonSampling
4,3.998007272577343,ThompsonSampling
4,4.588469624116387,ThompsonSampling
4,4.035523229058311,ThompsonSampling
4,6.340463250616192,ThompsonSampling
4,4.5806698826549015,ThompsonSampling
4,4.485623656150153,ThompsonSampling
4,2.6736932714166057,ThompsonSampling
4,5.078709387143714,ThompsonSampling
4,4.098154115113636,ThompsonSampling
4,3.484217120626638,ThompsonSampling
4,2.4262790160794396,ThompsonSampling
4,2.3304173035312568,ThompsonSampling
4,2.799084191026552,ThompsonSampling
4,4.384097908975861,ThompsonSampling
4,3.883475237335632,ThompsonSampling
4,4.06672074778404,ThompsonSampling
4,3.801130477261957,ThompsonSampling
4,2.6263307801037747,ThompsonSampling
4,3.797811375490692,ThompsonSampling
4,4.19515480817056,ThompsonSampling
4,4.498833621286341,ThompsonSampling
4,4.536824678456796,ThompsonSampling
4,3.634350335841741,ThompsonSampling
4,5.140862529802046,ThompsonSampling
4,4.0804500116324425,ThompsonSampling
4,2.9484536384906495,ThompsonSampling
4,4.617580416060396,ThompsonSampling
4,4.186276749306469,ThompsonSampling
4,4.101494841786197,ThompsonSampling
4,4.231660547761939,ThompsonSampling
4,4.2756991644786435,ThompsonSampling
4,4.2265066475095034,ThompsonSampling
4,5.201950757823364,ThompsonSampling
4,4.437288278843837,ThompsonSampling
4,3.206274782895066,ThompsonSampling
4,3.133019935966117,ThompsonSampling
4,5.45501048481111,ThompsonSampling
4,3.0817728952165337,ThompsonSampling
4,3.953991560591448,ThompsonSampling
4,2.87971140189482,ThompsonSampling
4,5.027355702448866,ThompsonSampling
4,4.843330864775539,ThompsonSampling
4,2.4551441846420743,ThompsonSampling
4,5.84993327043148,ThompsonSampling
4,4.325511699206965,ThompsonSampling
4,3.8322307944232277,ThompsonSampling
4,3.911208840013272,ThompsonSampling
4,5.810823950514784,ThompsonSampling
4,4.962252994848824,ThompsonSampling
4,2.683770055837405,ThompsonSampling
4,3.0067076238323796,ThompsonSampling
4,6.3737596929921905,ThompsonSampling
4,2.642029010154899,ThompsonSampling
4,3.7143043249772263,ThompsonSampling
4,7.210910080303748,ThompsonSampling
4,4.366201899619616,ThompsonSampling
4,3.1748867326664336,ThompsonSampling
4,5.000225919513139,ThompsonSampling
4,4.819361956612342,ThompsonSampling
4,1.8187628674376008,ThompsonSampling
4,2.495318800851932,ThompsonSampling
4,5.2401160785748635,ThompsonSampling
4,4.14101636166628,ThompsonSampling
4,3.1809631433916374,ThompsonSampling
4,3.652690476845751,ThompsonSampling
4,3.525504007930965,ThompsonSampling
4,3.229029756803577,ThompsonSampling
4,4.087236414576614,ThompsonSampling
4,4.616996422727603,ThompsonSampling
4,3.5430219081201155,ThompsonSampling
4,4.611232741282148,ThompsonSampling
4,4.058785065045606,ThompsonSampling
4,3.3475836631779226,ThompsonSampling
4,3.546177129670013,ThompsonSampling
4,3.3499609979273037,ThompsonSampling
4,1.6688375152313344,ThompsonSampling
4,3.9154331879590627,ThompsonSampling
4,2.9165824849075275,ThompsonSampling
4,3.3060773992115893,ThompsonSampling
4,3.8544678740753935,ThompsonSampling
4,4.975746436389753,ThompsonSampling
4,4.92497119198665,ThompsonSampling
4,4.178491211593696,ThompsonSampling
4,4.280597377209336,ThompsonSampling
4,3.620500772122017,ThompsonSampling
4,4.378583904807104,ThompsonSampling
4,4.560848750018512,ThompsonSampling
4,3.571623951004578,ThompsonSampling
4,4.049925607787259,ThompsonSampling
4,3.729268534612601,ThompsonSampling
4,4.538032225397993,ThompsonSampling
4,3.3421894214164407,ThompsonSampling
4,6.605568196034743,ThompsonSampling
4,3.4826111813504808,ThompsonSampling
4,4.233253903578146,ThompsonSampling
4,5.551493646708591,ThompsonSampling
4,4.124320081990049,ThompsonSampling
4,3.4742573483643433,ThompsonSampling
4,4.186078749010248,ThompsonSampling
4,3.599622633881868,ThompsonSampling
4,5.693942811608162,ThompsonSampling
4,3.846160464158409,ThompsonSampling
4,6.374390745417614,ThompsonSampling
4,4.268996977681977,ThompsonSampling
4,2.718446168764922,ThompsonSampling
4,4.804117981414833,ThompsonSampling
4,5.376204382934879,ThompsonSampling
4,3.755273852964974,ThompsonSampling
4,3.1176866887692265,ThompsonSampling
4,3.2112437724796865,ThompsonSampling
4,4.2893684508367675,ThompsonSampling
4,3.131783277840452,ThompsonSampling
4,5.29043346255714,ThompsonSampling
4,1.5235650340510345,ThompsonSampling
4,4.491899018623417,ThompsonSampling
4,3.0359783602978436,ThompsonSampling
4,5.551328725434621,ThompsonSampling
4,3.277680451872469,ThompsonSampling
4,3.9717253257218323,ThompsonSampling
4,2.1977917700029463,ThompsonSampling
4,4.9394359585826955,ThompsonSampling
4,5.552678078595443,ThompsonSampling
4,4.833756711705311,ThompsonSampling
4,5.82680159171837,ThompsonSampling
4,4.667281770198851,ThompsonSampling
4,5.208653787331906,ThompsonSampling
4,3.5813602244951035,ThompsonSampling
4,3.108798476281615,ThompsonSampling
4,4.326193223962556,ThompsonSampling
4,3.5832806409115756,ThompsonSampling
4,4.602770425845976,ThompsonSampling
4,1.6620534429017932,ThompsonSampling
4,4.291868692071122,ThompsonSampling
4,3.745030482127484,ThompsonSampling
4,5.170791503777256,ThompsonSampling
4,3.572441986934563,ThompsonSampling
4,3.635510576286378,ThompsonSampling
4,2.5040403776812545,ThompsonSampling
4,4.286799554944031,ThompsonSampling
4,3.722715225995232,ThompsonSampling
4,4.433477997954779,ThompsonSampling
4,3.9066149026556203,ThompsonSampling
4,2.056215033282955,ThompsonSampling
4,4.614009425948701,ThompsonSampling
4,4.066925719106251,ThompsonSampling
4,5.193514534747487,ThompsonSampling
4,2.480328140603253,ThompsonSampling
4,4.568986385832298,ThompsonSampling
4,2.4797150413630096,ThompsonSampling
4,3.454255432218233,ThompsonSampling
4,4.494608901768988,ThompsonSampling
4,3.4671635895967636,ThompsonSampling
4,2.1811236483645553,ThompsonSampling
4,4.622453732357822,ThompsonSampling
4,3.1002664557194857,ThompsonSampling
4,3.085546152805123,ThompsonSampling
4,2.6269474915101036,ThompsonSampling
4,4.667164011310846,ThompsonSampling
4,5.294739658507493,ThompsonSampling
4,5.440167143519508,ThompsonSampling
4,4.589080051352426,ThompsonSampling
4,3.1926139370090842,ThompsonSampling
4,3.8972645748118557,ThompsonSampling
4,3.203183537140487,ThompsonSampling
4,4.426455029980503,ThompsonSampling
4,3.41396947663082,ThompsonSampling
4,3.0499912849486943,ThompsonSampling
4,3.027960228714547,ThompsonSampling
4,2.6923100963404334,ThompsonSampling
4,2.430506883478499,ThompsonSampling
4,2.558441378872838,ThompsonSampling
4,2.943496505274509,ThompsonSampling
4,3.9033273492158593,ThompsonSampling
4,4.924991152360451,ThompsonSampling
4,5.548769452087446,ThompsonSampling
4,3.7022352654263453,ThompsonSampling
4,3.6046145312190627,ThompsonSampling
4,2.8019821172561308,ThompsonSampling
4,3.236169877384578,ThompsonSampling
4,2.7885702142759037,ThompsonSampling
4,3.265827668394741,ThompsonSampling
4,3.4158772241247117,ThompsonSampling
4,2.725457352602713,ThompsonSampling
4,4.251433721307692,ThompsonSampling
4,2.825082437302717,ThompsonSampling
4,5.38030807443451,ThompsonSampling
4,3.0760957452768514,ThompsonSampling
4,4.829254247683106,ThompsonSampling
4,3.7489229310353434,ThompsonSampling
4,4.5533564758292595,ThompsonSampling
4,3.594166961498253,ThompsonSampling
4,3.759259184085809,ThompsonSampling
4,4.499867747445938,ThompsonSampling
4,6.042223756712417,ThompsonSampling
4,5.079803394947175,ThompsonSampling
4,3.9945969282943885,ThompsonSampling
4,5.071728213140471,ThompsonSampling
4,5.796680233594799,ThompsonSampling
4,5.337069961432292,ThompsonSampling
4,5.00747665774327,ThompsonSampling
4,3.739585556006172,ThompsonSampling
4,4.015307959908206,ThompsonSampling
4,3.2956577321318234,ThompsonSampling
4,5.8905725815271825,ThompsonSampling
4,4.44416115681969,ThompsonSampling
4,4.020082820104257,ThompsonSampling
4,5.449196149332439,ThompsonSampling
4,4.747702718752729,ThompsonSampling
4,5.05067261483892,ThompsonSampling
4,4.4536641695183325,ThompsonSampling
4,1.9952462409069693,ThompsonSampling
4,5.34232886854016,ThompsonSampling
4,5.206377532267785,ThompsonSampling
4,4.262670310083343,ThompsonSampling
4,3.8011585456384074,ThompsonSampling
4,5.065011647235517,ThompsonSampling
4,3.372477867822902,ThompsonSampling
4,5.267891045785264,ThompsonSampling
4,2.1556995608962524,ThompsonSampling
4,4.348384318441172,ThompsonSampling
4,3.059665867147693,ThompsonSampling
4,4.052378564756662,ThompsonSampling
4,3.226682052901712,ThompsonSampling
4,2.8508152023268494,ThompsonSampling
4,2.7884186116588277,ThompsonSampling
4,3.5973066914023195,ThompsonSampling
4,5.15994235072284,ThompsonSampling
4,4.406072282781326,ThompsonSampling
4,3.9725659594335596,ThompsonSampling
4,5.206994346424705,ThompsonSampling
4,4.779827115884334,ThompsonSampling
4,5.280871090448079,ThompsonSampling
4,2.510030027961121,ThompsonSampling
4,3.931966487863778,ThompsonSampling
4,3.5961128576748242,ThompsonSampling
4,1.7514175020455234,ThompsonSampling
4,3.1928060748917373,ThompsonSampling
4,2.0672640791729737,ThompsonSampling
4,4.803308730734917,ThompsonSampling
4,3.7334817534497926,ThompsonSampling
4,1.793932851202583,ThompsonSampling
4,3.335797012109476,ThompsonSampling
4,5.636858003058437,ThompsonSampling
4,2.023836173487406,ThompsonSampling
4,4.579927436122706,ThompsonSampling
4,2.466706558689528,ThompsonSampling
4,1.9945778226600543,ThompsonSampling
4,4.712896280513218,ThompsonSampling
4,5.037402882642131,ThompsonSampling
4,3.4772396833953785,ThompsonSampling
4,3.7229513619622927,ThompsonSampling
4,3.7927823057852876,ThompsonSampling
4,5.794506053122577,ThompsonSampling
4,3.6337081179856763,ThompsonSampling
4,2.8113588703993178,ThompsonSampling
4,2.8039621736953277,ThompsonSampling
4,2.5876683594851126,ThompsonSampling
4,2.7364477980891024,ThompsonSampling
4,3.318843083410294,ThompsonSampling
4,3.7139503406859307,ThompsonSampling
4,5.107601448901924,ThompsonSampling
4,2.796875742099541,ThompsonSampling
4,3.7097876466104,ThompsonSampling
4,3.527450975842326,ThompsonSampling
4,4.1932679544838996,ThompsonSampling
4,3.5837719488788933,ThompsonSampling
4,3.9432769031735195,ThompsonSampling
4,2.2148815752497897,ThompsonSampling
4,2.578225726225416,ThompsonSampling
4,3.846199062549268,ThompsonSampling
4,4.648433653225883,ThompsonSampling
4,3.8187855171871123,ThompsonSampling
4,5.538401908946928,ThompsonSampling
4,3.6390451767974255,ThompsonSampling
4,3.29909549410028,ThompsonSampling
4,2.06746820926774,ThompsonSampling
4,3.1133503603688566,ThompsonSampling
4,3.609724280772032,ThompsonSampling
4,5.114700365864984,ThompsonSampling
4,4.343797231397906,ThompsonSampling
4,1.2718258289553424,ThompsonSampling
4,5.406125220955472,ThompsonSampling
4,4.366174590484841,ThompsonSampling
4,2.952015846141671,ThompsonSampling
